"Dataset","k","p","k_p_ratio","I2","Std_Apparent","Std_CV","Std_Optimism","LASSO_min_Apparent","LASSO_min_CV","LASSO_min_Optimism","LASSO_min_lambda","LASSO_min_selected","LASSO_1se_Apparent","LASSO_1se_CV","LASSO_1se_Optimism","LASSO_1se_lambda","LASSO_1se_selected","Ridge_min_Apparent","Ridge_min_CV","Ridge_min_Optimism","Ridge_min_lambda","Ridge_1se_Apparent","Ridge_1se_CV","Ridge_1se_Optimism","Ridge_1se_lambda","Nested_CV_R2","Lambda_Variability","Perm_pvalue","Overfit_Ratio"
"Hackshaw",37,1,37,29.5699817684802,0,28.6567946115442,-28.6567946115442,60.4687189926219,15.2574979854035,45.2112210072183,210.882063026009,0,60.4687189926219,15.2574979854035,45.2112210072183,210.882063026009,0,60.4687189926219,35.0916284423751,25.3770905502468,210882.06302601,60.4687189926219,35.0916284423751,25.3770905502468,210882.06302601,20.4859440349471,0.594589497617334,1,0.917786161756578
