"Dataset","k","p","k_p_ratio","I2","Std_Apparent","Std_CV","Std_Optimism","LASSO_min_Apparent","LASSO_min_CV","LASSO_min_Optimism","LASSO_min_lambda","LASSO_min_selected","LASSO_1se_Apparent","LASSO_1se_CV","LASSO_1se_Optimism","LASSO_1se_lambda","LASSO_1se_selected","Ridge_min_Apparent","Ridge_min_CV","Ridge_min_Optimism","Ridge_min_lambda","Ridge_1se_Apparent","Ridge_1se_CV","Ridge_1se_Optimism","Ridge_1se_lambda","Nested_CV_R2","Lambda_Variability","Perm_pvalue","Overfit_Ratio"
"BCG",13,2,6.5,92.2213860749656,64.6321749396932,6.31976364756319,58.31241129213,55.5076920186057,4.51844608248511,50.9892459361206,0.119150663074988,1,8.92288004514331,0,8.92288004514331,0.399345678223249,0,55.4349069778674,25.0179079895016,30.4169989883658,0.339345362185474,8.92288004514331,0,8.92288004514331,399.345678223249,0,0.879651375472092,0.079,2.48564009558586
