"Dataset","k","p","k_p_ratio","I2","Std_Apparent","Std_CV","Std_Optimism","LASSO_min_Apparent","LASSO_min_CV","LASSO_min_Optimism","LASSO_min_lambda","LASSO_min_selected","LASSO_1se_Apparent","LASSO_1se_CV","LASSO_1se_Optimism","LASSO_1se_lambda","LASSO_1se_selected","Ridge_min_Apparent","Ridge_min_CV","Ridge_min_Optimism","Ridge_min_lambda","Ridge_1se_Apparent","Ridge_1se_CV","Ridge_1se_Optimism","Ridge_1se_lambda","Nested_CV_R2","Lambda_Variability","Perm_pvalue","Overfit_Ratio"
"Berkey",10,1,10,98.3109460428222,0,0,0,10.1618035266685,0,10.1618035266685,17.592715962884,0,10.1618035266685,0,10.1618035266685,17.592715962884,0,10.1618035266685,0,10.1618035266685,17592.715962884,10.1618035266685,0,10.1618035266685,17592.715962884,0,0.69660316556987,1,0.568603012367729
